@relation 'HR_comma_sep-weka.filters.unsupervised.attribute.Reorder-R1,2,4,5,6,7,8,9,10,3-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,10,9-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,9,10,8-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,7,8,9,10,6-weka.filters.unsupervised.attribute.NumericToNominal-R5,6,10'

@attribute satisfaction_level numeric
@attribute last_evaluation numeric
@attribute average_montly_hours numeric
@attribute time_spend_company numeric
@attribute Work_accident {0,1}
@attribute promotion_last_5years {0,1}
@attribute number_project numeric
@attribute salary {low,medium,high}
@attribute sales {sales,accounting,hr,technical,support,management,IT,product_mng,marketing,RandD}
@attribute left {0,1}

@data
0.93,0.76,212,3,0,0,3,medium,sales,0
0.24,0.76,213,4,0,0,6,medium,support,0
0.56,0.76,213,2,1,0,3,medium,product_mng,0
0.76,0.76,214,3,0,0,4,high,technical,0
0.14,0.76,215,4,0,0,5,low,technical,0
0.84,0.76,215,2,1,0,5,low,support,0
0.76,0.76,216,3,0,0,3,low,sales,0
0.79,0.76,216,4,0,0,4,medium,RandD,0
0.77,0.76,216,3,1,0,2,medium,accounting,0
0.13,0.76,217,3,0,0,5,low,support,0
0.63,0.76,217,2,1,0,4,medium,IT,0
0.87,0.76,218,2,0,0,4,low,sales,0
0.16,0.76,218,6,0,0,6,medium,sales,0
0.13,0.76,219,4,0,0,5,low,technical,0
0.13,0.76,219,4,0,0,5,low,technical,0
0.82,0.76,219,8,1,0,3,low,IT,0
0.82,0.76,219,8,1,0,3,low,IT,0
0.21,0.76,219,4,1,0,6,medium,sales,0
0.58,0.76,220,3,0,0,3,medium,support,0
0.95,0.76,220,3,0,0,4,medium,support,0
0.98,0.76,221,3,1,0,4,low,technical,0
0.69,0.76,222,3,1,0,5,low,sales,0
0.88,0.76,223,3,0,0,3,medium,sales,0
0.16,0.76,223,4,0,0,4,low,technical,0
0.16,0.76,223,4,0,0,4,low,technical,0
0.74,0.76,224,2,0,0,3,low,hr,0
0.98,0.76,224,2,0,0,3,medium,product_mng,0
0.3,0.76,224,2,0,0,5,medium,product_mng,0
0.54,0.76,226,2,0,0,5,low,IT,0
0.5,0.76,229,3,1,0,4,low,technical,0
0.94,0.76,231,3,1,0,4,high,RandD,0
0.55,0.76,233,4,0,0,4,low,IT,0
0.59,0.76,234,3,0,0,4,high,sales,0
0.48,0.76,236,2,0,0,5,low,sales,0
0.95,0.76,236,2,1,0,3,medium,sales,0
0.56,0.76,237,3,0,0,3,medium,technical,0
0.49,0.76,237,3,0,0,5,high,IT,0
0.34,0.76,237,5,0,0,6,high,support,0
0.78,0.76,238,3,0,0,3,medium,marketing,0
0.51,0.76,239,3,0,0,2,high,support,0
0.21,0.76,239,2,0,0,5,low,RandD,0
0.84,0.76,243,3,0,0,5,medium,sales,0
0.93,0.76,244,3,0,0,3,low,support,0
0.74,0.76,244,3,0,0,3,medium,management,0
0.54,0.76,244,2,0,0,4,medium,support,0
0.54,0.76,244,2,0,0,4,medium,support,0
0.63,0.76,245,3,0,0,4,low,hr,0
0.75,0.76,246,3,0,0,3,medium,sales,0
0.71,0.76,246,3,0,0,3,low,hr,0
0.92,0.76,246,2,1,0,5,low,accounting,0
1,0.76,246,3,1,1,6,medium,support,0
0.89,0.76,251,2,1,0,3,low,sales,0
0.9,0.76,252,4,0,0,4,medium,sales,0
0.75,0.76,254,4,0,0,4,low,support,0
0.87,0.76,254,2,1,0,5,low,hr,0
0.83,0.76,255,7,0,0,2,low,sales,0
0.83,0.76,255,7,0,0,2,low,sales,0
0.9,0.76,255,7,0,0,3,low,product_mng,0
0.9,0.76,255,7,0,0,3,low,product_mng,0
0.15,0.76,255,6,0,0,4,low,accounting,0
0.74,0.76,255,4,0,0,5,medium,sales,0
0.69,0.76,255,6,0,0,5,low,technical,0
0.51,0.76,256,2,0,0,3,medium,technical,0
0.69,0.76,257,4,0,0,4,low,technical,0
0.55,0.76,257,3,0,0,4,medium,support,0
0.94,0.76,257,4,1,0,3,low,management,0
0.49,0.76,257,2,1,0,3,medium,marketing,0
0.92,0.76,258,2,0,0,4,medium,hr,0
0.68,0.76,260,4,0,0,3,low,support,0
0.68,0.76,260,4,0,0,3,low,support,0
0.14,0.76,260,6,0,0,5,high,technical,0
0.58,0.76,260,2,1,0,5,low,technical,0
0.72,0.76,261,4,0,0,3,medium,IT,0
0.94,0.76,261,6,0,0,4,medium,technical,0
0.83,0.76,262,2,0,0,3,medium,accounting,0
0.85,0.76,262,2,0,0,4,low,IT,0
0.77,0.76,263,6,0,0,6,low,sales,0
0.77,0.76,263,6,0,0,6,low,sales,0
0.59,0.76,264,3,0,0,3,medium,technical,0
0.82,0.76,266,3,0,1,4,high,management,0
0.82,0.76,266,3,0,1,4,high,management,0
0.6,0.76,269,2,0,0,5,medium,IT,0
0.72,0.76,269,3,1,0,3,medium,sales,0
0.75,0.76,269,2,1,0,3,medium,technical,0
0.75,0.76,269,2,1,0,3,medium,technical,0
0.8,0.76,270,2,1,0,3,low,marketing,0
0.15,0.76,277,4,0,0,5,low,marketing,0
0.89,0.76,278,2,0,0,2,medium,sales,0
0.17,0.76,280,5,0,0,4,low,hr,0
0.81,0.77,102,5,0,0,5,medium,sales,0
0.93,0.77,106,5,0,0,5,medium,technical,0
0.82,0.77,108,6,0,0,3,medium,product_mng,0
0.32,0.77,112,4,0,0,6,medium,IT,0
0.76,0.77,133,2,0,0,5,high,sales,0
0.52,0.77,134,4,0,0,4,low,technical,0
0.98,0.77,134,2,1,0,3,low,sales,0
0.75,0.77,136,3,0,0,4,medium,management,0
0.95,0.77,139,2,0,0,5,medium,IT,0
0.23,0.77,140,5,0,0,4,medium,accounting,0
0.58,0.77,140,3,0,0,4,low,RandD,0
0.58,0.77,140,3,0,0,4,low,RandD,0
0.71,0.77,142,2,0,0,4,medium,hr,0
0.61,0.77,142,3,0,0,4,medium,support,0
0.52,0.77,142,2,0,1,3,low,support,0
0.91,0.77,144,3,0,0,3,medium,sales,0
0.91,0.77,144,3,0,0,3,medium,sales,0
0.89,0.77,144,3,0,0,3,high,management,0
0.89,0.77,144,3,0,0,3,high,management,0
0.98,0.77,144,4,0,0,4,medium,technical,0
0.71,0.77,145,3,0,0,3,high,technical,0
0.58,0.77,145,3,1,0,4,low,support,0
0.85,0.77,146,4,0,0,3,low,accounting,0
0.49,0.77,147,3,0,0,3,low,support,0
0.71,0.77,149,2,0,0,3,medium,sales,0
0.31,0.77,149,3,0,0,4,medium,sales,1
0.31,0.77,149,3,0,0,4,medium,sales,1
0.78,0.77,149,4,1,0,3,medium,support,0
0.17,0.77,151,6,0,0,4,low,technical,0
0.86,0.77,152,3,0,1,3,low,hr,0
0.29,0.77,152,3,1,0,3,low,technical,0
0.82,0.77,152,2,1,0,4,low,marketing,0
0.9,0.77,156,3,0,0,3,medium,sales,0
0.67,0.77,157,3,0,0,3,medium,RandD,0
0.6,0.77,157,4,0,0,4,low,product_mng,0
0.99,0.77,160,3,0,0,5,medium,support,0
0.9,0.77,163,3,0,0,5,medium,marketing,0
0.6,0.77,163,3,1,0,4,low,marketing,0
0.29,0.77,164,6,0,0,3,medium,RandD,0
0.5,0.77,166,3,0,0,3,medium,IT,0
0.14,0.77,166,5,0,0,4,low,sales,0
0.53,0.77,167,2,0,0,2,medium,support,0
0.53,0.77,167,2,0,0,2,medium,support,0
0.67,0.77,167,2,0,0,5,medium,support,0
0.81,0.77,167,4,0,0,5,low,product_mng,0
0.91,0.77,167,3,1,0,4,medium,IT,0
0.88,0.77,168,4,0,0,4,medium,support,0
0.59,0.77,169,3,0,0,3,low,IT,0
0.76,0.77,169,10,0,0,4,medium,management,0
0.76,0.77,169,10,0,0,4,medium,management,0
0.38,0.77,170,3,0,0,2,high,technical,0
0.66,0.77,171,2,0,0,2,medium,technical,0
0.83,0.77,171,3,0,0,3,low,sales,0
0.8,0.77,171,2,0,0,3,medium,marketing,0
0.79,0.77,171,2,0,0,4,low,RandD,0
0.38,0.77,173,5,0,0,3,medium,support,0
0.63,0.77,176,2,1,0,3,low,sales,0
0.78,0.77,177,4,0,0,2,low,support,0
0.75,0.77,178,4,0,0,3,high,IT,0
0.24,0.77,178,5,0,0,5,low,sales,0
0.58,0.77,180,2,0,0,3,high,accounting,0
0.5,0.77,180,3,0,0,4,medium,sales,0
0.5,0.77,180,3,0,0,4,medium,sales,0
0.97,0.77,182,2,1,0,3,low,support,0
0.95,0.77,184,4,0,0,3,medium,sales,0
0.98,0.77,184,3,0,0,4,medium,hr,0
0.99,0.77,184,3,0,0,4,medium,marketing,0
0.54,0.77,185,3,0,0,3,medium,support,0
0.92,0.77,185,3,0,0,4,medium,RandD,0
0.83,0.77,186,2,0,0,2,medium,sales,0
0.66,0.77,188,2,0,0,4,low,technical,0
0.66,0.77,188,2,0,0,4,low,technical,0
0.99,0.77,190,4,0,0,3,medium,hr,0
0.87,0.77,190,3,0,0,3,low,management,0
0.58,0.77,190,6,0,0,4,high,sales,0
0.98,0.77,191,2,0,0,3,medium,sales,0
0.98,0.77,191,2,0,0,3,medium,sales,0
0.92,0.77,191,2,0,0,5,medium,technical,0
0.71,0.77,192,4,0,0,4,medium,sales,0
0.96,0.77,193,3,0,0,3,medium,technical,0
0.71,0.77,193,3,1,0,3,low,accounting,0
0.8,0.77,194,3,0,0,4,medium,accounting,0
0.8,0.77,194,3,0,0,4,medium,accounting,0
0.91,0.77,195,7,0,0,3,medium,sales,0
0.91,0.77,195,7,0,0,3,medium,sales,0
0.61,0.77,195,2,0,0,4,low,sales,0
0.58,0.77,196,2,1,0,4,low,technical,0
0.48,0.77,197,3,0,0,3,medium,hr,0
0.81,0.77,197,3,0,0,4,low,marketing,0
0.75,0.77,199,4,0,0,5,medium,sales,0
0.75,0.77,199,4,0,0,5,medium,sales,0
0.95,0.77,199,10,1,0,5,medium,sales,0
0.95,0.77,199,10,1,0,5,medium,sales,0
0.94,0.77,201,3,0,0,3,low,support,0
0.13,0.77,201,5,0,0,4,medium,marketing,0
0.79,0.77,201,6,1,0,3,medium,support,0
0.79,0.77,201,6,1,0,3,medium,support,0
0.6,0.77,202,3,0,0,3,low,sales,0
0.93,0.77,202,5,0,0,3,high,support,0
0.62,0.77,204,4,0,0,3,high,sales,0
0.81,0.77,204,3,0,0,3,high,management,0
0.5,0.77,204,2,0,0,3,medium,marketing,0
0.75,0.77,204,2,0,0,4,low,support,0
0.65,0.77,205,3,0,0,4,low,sales,0
0.65,0.77,205,3,0,0,4,low,sales,0
0.8,0.77,205,2,0,0,4,low,sales,0
0.82,0.77,205,3,0,0,4,medium,sales,0
0.97,0.77,206,4,0,0,3,medium,support,0
0.74,0.77,206,3,0,0,4,low,sales,0
0.97,0.77,208,2,0,0,4,medium,technical,0
0.94,0.77,210,3,0,0,5,high,product_mng,0
0.63,0.77,210,3,0,0,5,medium,RandD,0
0.74,0.77,211,3,0,0,3,high,management,0
0.74,0.77,211,3,0,0,3,high,management,0
0.49,0.77,211,3,0,0,3,high,IT,0
0.49,0.77,211,3,0,0,3,high,IT,0
0.2,0.77,213,4,0,0,6,low,support,0
0.64,0.77,213,3,1,0,3,medium,RandD,0
0.95,0.77,213,3,1,0,4,low,sales,0
0.21,0.77,215,4,0,0,6,medium,sales,0
0.33,0.77,216,3,0,0,3,high,RandD,0
0.92,0.77,217,4,0,0,5,low,marketing,0
0.49,0.77,218,2,0,0,4,low,technical,0
0.77,0.77,219,2,0,0,3,medium,sales,0
0.28,0.77,221,3,0,0,3,high,sales,0
0.81,0.77,221,2,0,0,3,low,technical,0
0.81,0.77,221,2,0,0,3,low,technical,0
0.99,0.77,222,2,0,0,5,medium,accounting,0
0.76,0.77,223,3,0,0,4,low,IT,0
0.97,0.77,223,2,0,0,5,low,support,0
0.98,0.77,223,2,1,0,5,medium,support,0
0.8,0.77,224,2,0,0,4,medium,accounting,0
0.93,0.77,224,2,0,0,5,low,marketing,0
0.88,0.77,224,5,1,0,4,low,hr,0
0.62,0.77,225,4,1,0,3,low,technical,0
0.62,0.77,227,4,0,0,5,low,marketing,1
0.83,0.77,228,3,0,0,3,medium,sales,0
0.6,0.77,229,2,0,0,4,low,sales,0
0.73,0.77,230,2,0,0,3,low,sales,0
0.86,0.77,230,2,0,0,5,medium,sales,0
0.41,0.77,231,6,0,0,4,low,technical,0
0.69,0.77,232,2,0,0,3,low,sales,0
0.89,0.77,232,3,0,0,5,low,sales,0
0.89,0.77,232,3,0,0,5,low,sales,0
0.61,0.77,232,7,0,0,5,medium,sales,0
0.61,0.77,232,7,0,0,5,medium,sales,0
0.83,0.77,232,2,1,0,3,medium,sales,0
0.73,0.77,233,3,0,0,3,medium,sales,0
0.73,0.77,233,3,0,0,3,medium,sales,0
0.65,0.77,233,2,0,0,3,high,sales,0
0.74,0.77,233,3,0,0,3,low,technical,0
0.94,0.77,233,4,0,0,5,high,technical,0
0.79,0.77,233,6,0,0,6,low,sales,0
0.76,0.77,234,3,0,0,5,low,support,0
0.7,0.77,235,3,1,0,2,medium,sales,0
0.92,0.77,236,3,0,0,3,medium,sales,0
0.9,0.77,236,3,0,0,4,low,sales,0
0.66,0.77,236,3,0,0,5,high,sales,0
0.55,0.77,237,2,0,0,3,low,hr,0
0.43,0.77,237,3,1,0,3,low,technical,0
0.86,0.77,237,3,1,0,5,low,technical,0
0.56,0.77,238,4,0,0,5,medium,technical,0
0.81,0.77,239,3,0,0,4,medium,sales,0
0.91,0.77,239,2,0,0,4,medium,technical,0
0.65,0.77,241,2,0,0,5,medium,sales,0
0.67,0.77,242,3,0,0,4,medium,marketing,0
0.78,0.77,244,2,0,0,3,medium,technical,0
0.78,0.77,244,2,0,0,3,medium,technical,0
0.09,0.77,244,4,0,0,6,low,product_mng,1
0.09,0.77,244,4,0,0,6,low,marketing,1
0.97,0.77,245,3,0,0,3,medium,hr,0
0.7,0.77,245,2,0,0,4,low,sales,0
0.7,0.77,245,2,0,0,4,low,sales,0
0.57,0.77,245,3,0,0,4,medium,product_mng,0
0.1,0.77,247,4,0,0,6,low,sales,1
0.1,0.77,247,4,0,0,6,low,sales,1
0.1,0.77,247,4,0,0,6,low,sales,1
0.11,0.77,247,4,0,0,6,medium,technical,1
0.11,0.77,247,4,0,0,6,medium,technical,1
0.65,0.77,248,3,0,0,2,low,support,0
0.81,0.77,249,2,0,0,5,low,support,0
0.64,0.77,249,2,1,0,3,low,support,0
0.48,0.77,250,2,0,1,5,medium,RandD,0
0.48,0.77,250,2,0,1,5,medium,RandD,0
0.1,0.77,250,5,0,0,7,medium,RandD,1
0.1,0.77,250,5,0,0,7,medium,RandD,1
0.1,0.77,250,5,0,0,7,medium,RandD,1
0.81,0.77,251,2,0,0,5,low,sales,0
0.81,0.77,251,2,0,0,5,low,sales,0
0.61,0.77,252,2,0,0,4,low,sales,0
0.36,0.77,252,2,0,0,4,medium,management,0
0.1,0.77,252,4,0,0,5,medium,technical,1
0.49,0.77,254,2,0,0,2,low,sales,0
0.76,0.77,254,3,0,0,3,medium,product_mng,0
0.71,0.77,255,3,0,0,2,medium,support,0
0.1,0.77,255,4,0,0,6,low,management,1
0.1,0.77,255,4,0,0,6,low,management,1
0.1,0.77,255,4,0,0,6,low,management,1
0.62,0.77,256,3,0,0,4,high,accounting,0
0.8,0.77,256,2,0,0,5,low,technical,0
0.09,0.77,256,5,0,0,6,medium,support,1
0.55,0.77,256,3,1,0,3,low,sales,0
0.76,0.77,257,3,0,0,5,medium,RandD,0
0.53,0.77,259,2,1,1,4,medium,sales,0
0.53,0.77,259,2,1,1,4,medium,sales,0
0.83,0.77,260,2,0,0,3,medium,sales,0
0.87,0.77,261,3,0,0,4,low,technical,0
0.84,0.77,262,4,0,0,4,low,technical,0
0.85,0.77,263,3,0,0,5,medium,support,0
0.85,0.77,264,3,0,0,4,low,IT,0
0.11,0.77,264,4,0,0,6,low,technical,1
0.5,0.77,265,3,0,0,3,medium,IT,0
0.5,0.77,265,3,0,0,3,medium,IT,0
0.1,0.77,265,4,0,0,6,low,sales,1
0.1,0.77,265,4,0,0,6,low,sales,1
0.1,0.77,265,4,0,0,6,low,sales,1
0.7,0.77,266,2,0,0,4,low,technical,0
0.5,0.77,267,2,0,0,3,high,management,0
0.5,0.77,267,2,0,0,3,high,management,0
0.89,0.77,269,4,0,0,4,medium,sales,0
1,0.77,269,3,0,0,5,low,sales,0
1,0.77,269,3,0,0,5,low,sales,0
0.42,0.77,270,3,0,0,3,low,product_mng,0
0.54,0.77,270,3,0,0,5,medium,accounting,0
0.53,0.77,271,2,0,0,2,low,technical,0
0.62,0.77,271,2,0,0,3,medium,sales,0
0.86,0.77,271,3,0,0,3,low,management,0
0.54,0.77,271,3,0,0,4,medium,support,0
0.59,0.77,272,8,0,0,3,high,management,0
0.59,0.77,272,8,0,0,3,high,management,0
0.23,0.77,272,2,0,0,5,low,sales,0
0.23,0.77,272,2,0,0,5,low,sales,0
0.1,0.77,272,4,0,0,6,low,accounting,1
0.58,0.77,272,2,1,0,5,low,technical,0
0.9,0.77,273,2,0,0,4,low,technical,0
0.9,0.77,273,2,0,0,4,low,technical,0
0.65,0.77,273,2,0,0,4,high,support,0
0.11,0.77,273,4,0,0,7,low,management,1
0.48,0.77,274,6,0,0,6,medium,product_mng,0
0.48,0.77,274,6,0,0,6,medium,product_mng,0
0.11,0.77,274,4,0,0,6,medium,support,1
0.09,0.77,275,4,0,0,5,medium,product_mng,1
0.09,0.77,275,4,0,0,5,medium,product_mng,1
0.09,0.77,275,4,0,0,5,medium,product_mng,1
0.11,0.77,275,4,0,0,6,low,accounting,1
0.1,0.77,276,4,0,0,5,low,support,1
0.1,0.77,276,4,0,0,5,low,support,1
0.56,0.77,279,4,0,0,5,low,sales,0
0.88,0.77,279,3,1,0,3,medium,sales,0
0.1,0.77,280,4,0,0,6,medium,sales,1
0.09,0.77,282,5,0,0,6,medium,sales,1
0.09,0.77,290,4,0,0,6,medium,technical,1
0.09,0.77,290,4,0,0,6,medium,technical,1
0.09,0.77,290,4,0,0,6,medium,technical,1
0.11,0.77,291,4,0,0,6,low,marketing,1
0.11,0.77,291,4,0,0,6,low,marketing,1
0.11,0.77,291,4,0,0,6,low,marketing,1
0.1,0.77,291,4,0,0,7,low,accounting,1
0.1,0.77,291,4,0,0,7,low,accounting,1
0.1,0.77,291,4,0,0,7,low,accounting,1
0.1,0.77,308,4,0,0,7,low,accounting,1
0.09,0.77,310,4,0,0,6,low,hr,1
0.1,0.77,310,4,0,0,6,medium,technical,1
0.79,0.78,101,2,1,0,3,medium,product_mng,0
0.85,0.78,106,2,0,0,4,low,technical,0
0.57,0.78,109,3,1,0,3,low,sales,0
0.24,0.78,131,5,0,0,5,low,sales,0
0.69,0.78,131,8,0,0,5,low,support,0
0.69,0.78,131,8,0,0,5,low,support,0
0.57,0.78,134,3,0,0,3,medium,RandD,0
0.57,0.78,134,3,0,0,3,medium,RandD,0
0.96,0.78,135,3,0,0,3,medium,sales,0
0.78,0.78,135,3,0,0,3,low,technical,0
0.34,0.78,137,4,0,0,5,low,sales,0
0.49,0.78,137,3,1,0,5,low,IT,0
0.53,0.78,138,2,0,0,2,low,RandD,0
0.5,0.78,138,3,0,0,6,medium,sales,0
0.99,0.78,140,3,0,0,4,medium,sales,0
0.87,0.78,142,3,0,0,4,medium,management,0
0.57,0.78,143,3,0,0,4,medium,management,0
0.95,0.78,148,2,0,0,2,low,IT,0
0.64,0.78,148,4,0,0,5,high,sales,0
0.73,0.78,150,3,0,0,5,low,sales,0
0.36,0.78,151,3,0,0,6,low,sales,0
0.36,0.78,151,4,0,0,2,low,technical,1
0.36,0.78,151,4,0,0,2,low,technical,1
0.36,0.78,151,4,0,0,2,low,technical,1
0.13,0.78,152,2,0,0,6,low,support,1
0.13,0.78,152,2,0,0,6,low,support,1
0.13,0.78,152,2,0,0,6,low,support,1
0.6,0.78,152,3,1,0,4,medium,technical,0
0.91,0.78,153,3,0,0,4,medium,RandD,0
0.63,0.78,153,3,1,0,3,medium,sales,0
0.23,0.78,154,6,1,0,4,medium,support,0
0.51,0.78,155,2,0,0,3,low,management,0
0.98,0.78,155,3,1,0,4,low,technical,0
0.54,0.78,156,7,0,0,3,medium,sales,0
0.54,0.78,156,7,0,0,3,medium,sales,0
0.97,0.78,156,3,0,0,5,medium,sales,0
0.19,0.78,156,6,0,0,5,medium,technical,0
0.64,0.78,156,5,1,0,5,low,sales,0
0.63,0.78,158,5,1,0,2,medium,sales,0
0.75,0.78,158,5,1,0,4,medium,RandD,0
0.38,0.78,159,5,0,0,4,low,support,0
0.81,0.78,159,3,0,0,4,low,support,0
0.64,0.78,159,4,0,0,4,medium,management,0
0.63,0.78,160,2,0,0,4,high,product_mng,0
0.66,0.78,161,6,0,0,4,low,IT,0
0.66,0.78,161,6,0,0,4,low,IT,0
0.57,0.78,162,2,0,0,3,low,sales,0
0.9,0.78,162,2,0,0,3,medium,sales,0
0.76,0.78,162,3,0,0,3,medium,technical,0
0.23,0.78,163,6,0,0,4,medium,RandD,0
0.86,0.78,164,2,0,0,4,low,technical,0
0.84,0.78,164,3,0,0,5,low,accounting,0
0.77,0.78,165,2,0,0,3,low,sales,0
0.81,0.78,165,3,0,0,3,high,technical,0
0.81,0.78,165,3,0,0,3,high,technical,0
0.85,0.78,165,4,0,0,3,medium,marketing,0
0.83,0.78,165,3,1,0,3,medium,sales,0
0.81,0.78,166,2,0,0,3,low,support,0
0.73,0.78,166,2,0,0,3,medium,marketing,0
0.82,0.78,166,2,0,0,5,high,technical,0
0.91,0.78,169,4,0,0,4,low,accounting,0
0.87,0.78,170,2,0,0,3,low,sales,0
0.84,0.78,172,2,0,1,5,high,accounting,0
0.8,0.78,175,3,0,0,3,medium,technical,0
0.54,0.78,176,2,0,0,4,medium,marketing,0
0.99,0.78,177,4,0,0,2,low,product_mng,0
0.92,0.78,177,2,0,0,4,medium,support,0
0.62,0.78,178,3,1,0,3,low,technical,0
0.52,0.78,181,3,0,0,3,medium,RandD,0
0.73,0.78,181,4,0,0,4,low,IT,0
0.94,0.78,184,3,1,0,3,medium,technical,0
0.5,0.78,185,3,0,0,4,high,RandD,0
0.89,0.78,185,2,1,0,3,medium,technical,0
0.93,0.78,188,2,0,0,2,low,sales,0
0.76,0.78,189,2,0,0,3,low,sales,0
0.93,0.78,191,4,0,0,5,medium,hr,0
0.67,0.78,193,3,0,0,4,medium,sales,0
0.92,0.78,193,4,0,0,5,high,technical,0
0.56,0.78,193,2,1,0,4,low,support,0
0.92,0.78,194,3,0,0,3,medium,technical,0
0.74,0.78,194,8,0,0,4,medium,sales,0
0.74,0.78,194,8,0,0,4,medium,sales,0
0.16,0.78,196,5,0,0,4,high,technical,0
0.2,0.78,196,3,0,0,4,low,management,0
0.2,0.78,196,3,0,0,4,low,management,0
0.98,0.78,197,2,0,0,3,low,hr,0
0.61,0.78,198,3,0,0,4,medium,sales,0
0.53,0.78,198,3,0,0,5,low,technical,0
0.48,0.78,198,2,0,0,2,medium,technical,1
0.48,0.78,198,2,0,0,2,medium,technical,1
0.48,0.78,198,2,0,0,2,medium,technical,1
0.56,0.78,200,2,0,0,3,medium,support,0
0.64,0.78,200,3,0,0,5,medium,technical,0
0.74,0.78,203,2,0,0,4,medium,sales,0
0.95,0.78,204,2,1,0,3,medium,marketing,0
0.65,0.78,205,2,0,0,4,medium,support,0
0.39,0.78,205,6,1,0,2,low,sales,0
0.57,0.78,206,4,0,0,3,medium,RandD,0
0.52,0.78,206,2,0,0,4,medium,marketing,0
0.22,0.78,206,6,0,0,6,low,RandD,0
0.5,0.78,206,3,1,1,3,high,sales,0
0.5,0.78,208,3,1,0,4,medium,technical,0
0.96,0.78,209,2,0,0,3,high,product_mng,0
0.94,0.78,211,3,0,0,4,medium,support,0
0.58,0.78,211,3,1,0,5,low,marketing,0
0.6,0.78,211,4,1,0,6,medium,product_mng,0
0.92,0.78,212,2,0,0,4,medium,sales,0
0.77,0.78,212,3,0,0,4,low,product_mng,0
0.9,0.78,215,3,0,1,5,low,technical,0
0.74,0.78,216,2,0,0,5,low,sales,0
0.92,0.78,218,3,0,0,3,low,technical,0
0.21,0.78,218,6,0,0,4,low,technical,0
0.94,0.78,218,2,1,0,3,medium,sales,0
0.84,0.78,221,3,1,0,3,medium,technical,0
0.58,0.78,223,3,0,0,3,low,management,0
0.89,0.78,223,3,0,0,4,low,product_mng,0
0.95,0.78,225,2,0,0,4,medium,support,0
0.51,0.78,225,4,0,0,5,low,RandD,0
0.9,0.78,225,2,1,0,4,medium,sales,0
0.71,0.78,227,2,0,0,4,low,support,0
0.71,0.78,227,2,0,0,4,low,support,0
0.79,0.78,228,2,0,0,2,medium,technical,0
0.5,0.78,228,2,0,0,3,low,RandD,0
0.72,0.78,229,2,0,0,3,medium,sales,0
0.82,0.78,231,2,1,0,5,low,IT,0
0.68,0.78,232,3,0,0,3,low,sales,0
0.82,0.78,232,3,0,0,5,low,RandD,0
0.68,0.78,233,3,0,0,5,high,technical,0
0.68,0.78,233,3,0,0,5,high,technical,0
0.8,0.78,234,3,0,0,4,medium,sales,0
0.67,0.78,235,3,0,0,3,low,support,0
0.52,0.78,237,3,0,0,4,low,marketing,0
0.61,0.78,238,2,0,0,3,medium,support,0
0.65,0.78,238,5,1,0,4,low,hr,0
0.17,0.78,239,6,0,0,3,low,sales,0
0.17,0.78,239,6,0,0,3,low,sales,0
0.83,0.78,240,3,0,0,5,high,accounting,0
0.75,0.78,241,3,0,0,3,medium,technical,0
0.67,0.78,241,4,0,1,4,medium,hr,0
0.83,0.78,242,3,1,0,4,medium,hr,0
0.11,0.78,243,4,0,0,6,low,hr,1
0.11,0.78,243,4,0,0,6,low,hr,1
0.61,0.78,244,4,0,0,4,medium,RandD,0
0.09,0.78,244,4,0,0,6,low,IT,1
0.95,0.78,245,3,0,0,4,low,sales,0
0.11,0.78,245,4,0,0,6,low,technical,1
0.11,0.78,245,4,0,0,6,low,technical,1
0.95,0.78,246,3,0,0,5,low,support,0
0.11,0.78,247,4,0,0,6,low,technical,1
0.11,0.78,248,4,0,0,7,medium,sales,1
0.62,0.78,250,6,0,0,5,low,sales,0
0.83,0.78,250,2,1,0,5,low,sales,0
0.75,0.78,251,6,0,0,2,medium,technical,0
0.8,0.78,251,3,0,0,3,high,sales,0
0.85,0.78,251,3,0,0,4,medium,sales,0
0.78,0.78,252,3,0,0,3,medium,support,0
0.7,0.78,254,4,0,0,4,low,sales,0
0.49,0.78,254,10,0,0,4,high,management,0
0.49,0.78,254,10,0,0,4,high,management,0
0.09,0.78,254,4,0,0,6,low,support,1
0.09,0.78,254,4,0,0,6,low,support,1
0.09,0.78,254,4,0,0,6,low,support,1
0.15,0.78,255,3,0,0,5,high,IT,0
0.66,0.78,256,3,0,0,4,low,accounting,0
0.83,0.78,257,2,0,0,3,low,sales,0
0.75,0.78,259,3,0,0,2,low,product_mng,0
0.75,0.78,259,3,0,0,2,low,product_mng,0
0.12,0.78,260,5,0,0,6,medium,management,0
0.78,0.78,260,5,0,0,4,low,RandD,1
0.11,0.78,260,4,0,0,6,medium,hr,1
0.11,0.78,260,4,0,0,6,medium,hr,1
0.11,0.78,260,4,0,0,6,medium,hr,1
0.09,0.78,260,4,0,0,6,medium,IT,1
0.97,0.78,261,2,0,0,4,medium,technical,0
0.55,0.78,261,3,0,0,4,high,management,0
0.55,0.78,261,3,0,0,4,high,management,0
0.62,0.78,261,2,0,0,4,low,marketing,0
0.9,0.78,261,2,1,0,4,medium,sales,0
0.73,0.78,262,7,1,1,3,high,management,0
0.73,0.78,262,7,1,1,3,high,management,0
0.84,0.78,263,3,0,0,4,low,IT,0
0.84,0.78,263,3,0,0,4,low,IT,0
